"year","pair","trade","gdp","sim","rlf","rer","cee","emu","dist","bor","lan","rert","ftrade","fgdp","fsim","frlf","frer"
1971,5,6.631885,14.13699,-1.836786,6.455593,-1.195148,0,0,6.253829,1,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,5,6.803847,14.18175,-1.822794,5.416685,-1.005911,0,0,6.253829,1,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,5,6.966889,14.22797,-1.821475,7.041681,-0.6180658,0,0,6.253829,1,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,5,6.897166,14.23498,-1.792921,6.809228,-0.3982469,0,0,6.253829,1,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,5,6.835653,14.22296,-1.78538,5.646003,-0.1893748,0,0,6.253829,1,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,5,7.046619,14.27294,-1.768849,6.353191,-0.1933768,0,0,6.253829,1,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,5,7.232389,14.3035,-1.7553,6.5072,0.0382412,0,0,6.253829,1,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,5,7.359408,14.33036,-1.782619,6.124557,0.3873586,0,0,6.253829,1,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,5,7.443921,14.37305,-1.773278,7.319816,0.6670039,0,0,6.253829,1,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,5,7.451759,14.38436,-1.762907,7.668656,0.8354416,0,0,6.253829,1,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,5,7.197253,14.38977,-1.768646,7.373665,0.512624,0,0,6.253829,1,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,5,7.172356,14.38488,-1.747367,7.179389,0.4270522,0,0,6.253829,1,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,5,7.213439,14.4065,-1.741966,7.290021,0.3584104,0,0,6.253829,1,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,5,7.193612,14.43271,-1.76244,6.861116,0.1867043,0,0,6.253829,1,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,5,7.300359,14.45616,-1.76357,7.039112,0.1636648,0,0,6.253829,1,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,5,7.636671,14.48251,-1.766452,6.83717,0.7835665,0,0,6.253829,1,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,5,7.815928,14.49867,-1.765988,6.340043,1.191087,0,0,6.253829,1,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,5,7.883461,14.53384,-1.769553,4.634832,1.279098,0,0,6.253829,1,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,5,7.892797,14.57303,-1.767571,7.793301,1.187074,0,0,6.253829,1,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,5,8.107787,14.62773,-1.776673,7.588247,1.545526,0,0,6.253829,1,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,5,8.165377,14.7533,-1.859577,6.77947,1.535692,0,0,6.253829,1,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,5,8.245792,14.77471,-1.866919,7.216514,1.684341,0,0,6.253829,1,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,5,8.122963,14.76515,-1.8536,7.57913,1.596502,0,0,6.253829,1,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,5,8.211123,14.78844,-1.852641,7.318831,1.662211,0,0,6.253829,1,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,5,8.273171,14.80724,-1.836555,7.220548,1.936424,1,0,6.253829,1,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,5,8.298225,14.81587,-1.826139,7.231378,1.866537,1,0,6.253829,1,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,5,8.220622,14.82985,-1.83002,7.315593,1.607429,1,0,6.253829,1,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,5,8.361792,14.84876,-1.817065,7.440042,1.594202,1,0,6.253829,1,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,5,8.396037,14.86397,-1.808028,7.068245,1.529811,1,1,6.253829,1,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,5,8.351217,14.89786,-1.803858,6.560564,1.274283,1,1,6.253829,1,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,5,8.348491,14.90236,-1.799236,6.134815,1.2407,1,1,6.253829,1,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,6,1.946249,11.46252,-1.013774,8.896525,-3.693393,0,0,7.160069,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,6,1.990121,11.5257,-0.9853334,8.91836,-3.68274,0,0,7.160069,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,6,2.042624,11.54809,-0.9899648,8.940135,-3.671058,0,0,7.160069,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,6,2.065361,11.6025,-0.9615924,8.94413,-3.658588,0,0,7.160069,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,6,2.005116,11.66555,-0.9513965,8.984117,-3.645464,0,0,7.160069,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,6,2.243787,11.71023,-0.9226449,8.970284,-3.629769,0,0,7.160069,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,6,2.302776,11.76623,-0.920739,9.015356,-3.600307,0,0,7.160069,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,6,2.241145,11.80247,-0.9101964,9.030839,-3.572862,0,0,7.160069,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,6,2.353696,11.85214,-0.9009302,9.057662,-3.531298,0,0,7.160069,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,6,2.402425,11.92253,-0.8867244,9.09336,-3.478352,0,0,7.160069,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,6,2.502021,11.99354,-0.8835795,9.148698,-3.421179,0,0,7.160069,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,6,2.505079,12.04897,-0.8757582,9.180215,-3.348033,0,0,7.160069,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,6,2.563629,12.11661,-0.8657716,9.215101,-3.237831,0,0,7.160069,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,6,2.914944,12.17125,-0.856742,9.238248,-3.031534,0,0,7.160069,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,6,2.917029,12.18742,-0.887345,9.333554,-2.850291,0,0,7.160069,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,6,2.823464,12.2023,-0.8619189,9.293228,-2.753637,0,0,7.160069,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,6,2.665205,12.26867,-0.8645786,9.336071,-2.868117,0,0,7.160069,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,6,2.847193,12.31074,-0.8694133,9.400616,-2.727163,0,0,7.160069,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,6,2.850963,12.32808,-0.84287,9.355782,-2.521155,0,0,7.160069,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,6,2.634727,12.37592,-0.8492398,9.432578,-2.340016,0,0,7.160069,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,6,2.624435,12.39712,-0.8513091,9.466365,-2.318089,0,0,7.160069,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,6,2.360369,12.3966,-0.8507266,9.468033,-2.685351,0,0,7.160069,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,6,2.940723,12.41088,-0.8564992,9.50023,-2.884204,0,0,7.160069,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,6,2.853282,12.43137,-0.8657899,9.553196,-3.180538,0,0,7.160069,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,6,2.598766,12.44192,-0.8564183,9.543593,-3.488958,0,0,7.160069,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,6,2.794545,12.46672,-0.8531181,9.561818,-3.689847,0,0,7.160069,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,6,2.855608,12.48769,-0.8558452,9.589722,-3.385795,0,0,7.160069,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,6,3.168041,12.49789,-0.8641936,9.621555,-3.131673,0,0,7.160069,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,6,3.027369,12.59503,-0.7923959,9.642028,-3.111572,0,0,7.160069,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,6,3.363477,12.63517,-0.7935274,9.681451,-3.272469,0,0,7.160069,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,6,3.502646,12.66464,-0.8076519,9.739105,-3.042751,0,0,7.160069,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,6,3.561113,12.69695,-0.8089872,9.759625,-3.162525,0,0,7.160069,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,6,3.721504,12.70754,-0.8117107,9.764985,-3.119711,0,0,7.160069,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,6,3.418168,12.71173,-0.8126404,9.759456,-3.334294,0,0,7.160069,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,6,3.417217,12.7359,-0.8128287,9.781653,-3.347777,0,0,7.160069,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,6,3.544375,12.77428,-0.8110052,9.800129,-3.149141,1,0,7.160069,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,6,3.687015,12.79549,-0.8099562,9.816035,-3.208648,1,0,7.160069,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,6,3.53588,12.81438,-0.8010564,9.812593,-3.451789,1,0,7.160069,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,6,3.653574,12.84865,-0.8001069,9.835922,-3.529335,1,0,7.160069,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,6,3.556416,12.8772,-0.7970362,9.846799,-3.630523,1,0,7.160069,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,6,3.354589,12.91646,-0.7963601,9.864776,-3.886052,1,0,7.160069,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,6,3.246861,12.91664,-0.8052399,9.857164,-3.919634,1,1,7.160069,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,7,-0.5983637,11.37022,-1.29163,8.558985,0.7375241,0,0,7.424762,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,7,-0.7410588,11.41993,-1.291596,8.597134,0.7481771,0,0,7.424762,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,7,-0.6030957,11.44571,-1.287059,8.604298,0.7598591,0,0,7.424762,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,7,-0.4920685,11.48667,-1.283192,8.632689,0.7723283,0,0,7.424762,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,7,-0.4773767,11.541,-1.296305,8.707247,0.7854529,0,0,7.424762,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,7,-0.2386978,11.56763,-1.302523,8.737884,0.8011476,0,0,7.424762,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,7,-0.410401,11.61509,-1.334222,8.826757,0.8306098,0,0,7.424762,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,7,-0.4038836,11.64911,-1.315482,8.827673,0.8460795,0,0,7.424762,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,7,-0.2050167,11.69849,-1.291832,8.832593,0.7454681,0,0,7.424762,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,7,0.189047,11.75869,-1.294467,8.896205,0.7984146,0,0,7.424762,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,7,0.2975034,11.82075,-1.322846,9.00511,0.8555873,0,0,7.424762,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,7,0.5384455,11.86805,-1.334056,9.070044,0.9429603,0,0,7.424762,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,7,1.006277,11.92876,-1.332034,9.129159,1.080489,0,0,7.424762,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,7,1.101107,11.97778,-1.326183,9.182054,1.253622,0,0,7.424762,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,7,1.213054,12.01553,-1.330394,9.229937,1.400695,0,0,7.424762,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,7,1.157156,12.02113,-1.291372,9.190019,1.507483,0,0,7.424762,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,7,1.309216,12.08075,-1.328428,9.278408,1.320531,0,0,7.424762,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,7,1.592165,12.13174,-1.305804,9.304907,1.436228,0,0,7.424762,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,7,1.812765,12.1403,-1.257031,9.245021,1.734583,0,0,7.424762,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,7,2.033273,12.18952,-1.272108,9.337049,1.988546,0,0,7.424762,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,7,2.095917,12.21365,-1.267177,9.361322,2.15311,0,0,7.424762,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,7,1.934879,12.21846,-1.245076,9.336681,1.804672,0,0,7.424762,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,7,1.95515,12.23798,-1.242695,9.360061,1.665015,0,0,7.424762,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,7,2.089471,12.26203,-1.256329,9.427804,1.51533,0,0,7.424762,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,7,2.183082,12.27218,-1.23086,9.40133,1.312738,0,0,7.424762,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,7,2.272997,12.296,-1.224957,9.417853,1.298728,0,0,7.424762,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,7,2.548647,12.32013,-1.221408,9.464484,1.852854,0,0,7.424762,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,7,2.667862,12.34206,-1.203013,9.453471,2.173353,0,0,7.424762,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,7,2.692234,12.37546,-1.195495,9.45473,2.26292,0,0,7.424762,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,7,2.780216,12.42007,-1.184762,9.46415,2.166936,0,0,7.424762,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,7,2.99911,12.48032,-1.135512,9.439496,2.528692,0,0,7.424762,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,7,3.01733,12.51108,-1.144249,9.469,2.518013,0,0,7.424762,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,7,3.063978,12.52832,-1.132534,9.442601,2.661349,0,0,7.424762,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,7,3.108905,12.5378,-1.119813,9.403165,2.491146,0,0,7.424762,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,7,3.404297,12.56872,-1.101353,9.377021,2.548002,0,0,7.424762,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,7,3.3233,12.61742,-1.069276,9.291586,2.767629,1,0,7.424762,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,7,3.270705,12.6497,-1.039587,9.223125,2.745213,1,0,7.424762,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,7,3.167689,12.68133,-0.9911602,9.053153,2.573904,1,0,7.424762,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,7,3.685739,12.72684,-0.9667946,8.962873,2.512558,1,0,7.424762,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,7,3.884858,12.77415,-0.9271606,8.762778,2.439437,1,1,7.424762,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,7,3.881208,12.83208,-0.8962921,8.196171,2.183908,1,1,7.424762,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,7,3.798307,12.83537,-0.9060059,7.013981,2.150326,1,1,7.424762,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,8,4.718127,13.6928,-1.894552,8.301214,-6.729847,0,0,6.652863,1,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,8,4.72197,13.76931,-1.919008,8.303098,-6.719194,0,0,6.652863,1,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,8,4.786389,13.82672,-1.948964,8.254123,-6.707512,0,0,6.652863,1,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,8,4.872356,13.88018,-1.961312,8.261844,-6.695043,0,0,6.652863,1,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,8,4.75273,13.91008,-1.935964,8.379133,-6.681918,0,0,6.652863,1,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,8,4.785752,13.94193,-1.939368,8.399762,-6.666224,0,0,6.652863,1,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,8,4.811349,13.94244,-1.889763,8.442294,-6.636762,0,0,6.652863,1,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,8,4.921801,14.00187,-1.916868,8.395692,-6.609316,0,0,6.652863,1,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,8,4.852344,14.0592,-1.929308,8.400679,-6.567752,0,0,6.652863,1,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,8,4.952425,14.1156,-1.925255,8.468046,-6.514805,0,0,6.652863,1,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,8,5.066931,14.30161,-2.032989,8.566392,-6.457633,0,0,6.652863,1,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,8,5.142132,14.32188,-2.005664,8.672952,-6.378257,0,0,6.652863,1,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,8,5.354565,14.35383,-1.979616,8.781066,-6.207795,0,0,6.652863,1,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,8,5.574777,14.41668,-1.993569,8.797455,-6.008782,0,0,6.652863,1,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,8,5.469801,14.46219,-1.999835,8.830994,-5.924966,0,0,6.652863,1,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,8,5.403429,14.44057,-1.983279,8.872137,-5.773264,0,0,6.652863,1,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,8,5.580567,14.50517,-1.979776,8.895687,-5.987675,0,0,6.652863,1,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,8,5.742809,14.54076,-1.970489,8.97525,-5.906322,0,0,6.652863,1,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,8,5.831239,14.57637,-2.006595,8.91032,-5.659593,0,0,6.652863,1,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,8,6.022768,14.62811,-2.005339,8.966059,-5.453532,0,0,6.652863,1,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,8,6.029398,14.66154,-2.015064,8.969858,-5.319362,0,0,6.652863,1,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,8,5.777831,14.66621,-2.020289,8.95579,-5.700005,0,0,6.652863,1,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,8,5.693005,14.66866,-2.005124,8.999325,-5.896022,0,0,6.652863,1,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,8,5.738796,14.68207,-1.991994,9.063009,-6.029667,0,0,6.652863,1,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,8,5.754788,14.70754,-2.012409,9.023954,-6.240494,0,0,6.652863,1,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,8,5.818147,14.73634,-2.018516,9.032211,-6.307106,0,0,6.652863,1,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,8,6.100379,14.76116,-2.020066,9.048185,-5.753385,0,0,6.652863,1,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,8,6.329023,14.78966,-2.030993,9.037184,-5.393166,0,0,6.652863,1,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,8,6.380879,14.82785,-2.03746,9.04541,-5.328797,0,0,6.652863,1,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,8,6.477403,14.85709,-2.02622,9.100327,-5.405257,0,0,6.652863,1,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,8,6.646441,14.87844,-2.004818,9.158997,-5.05924,0,0,6.652863,1,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,8,6.616904,14.8937,-1.987865,9.194042,-5.079811,0,0,6.652863,1,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,8,6.607818,14.9017,-1.982969,9.190457,-4.978293,0,0,6.652863,1,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,8,6.409837,14.89387,-1.97107,9.200127,-5.255344,0,0,6.652863,1,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,8,6.570131,14.91589,-1.96893,9.219699,-5.241666,0,0,6.652863,1,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,8,6.756663,14.9453,-1.962356,9.219991,-5.106693,1,0,6.652863,1,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,8,6.714834,14.95689,-1.95449,9.257461,-5.066361,1,0,6.652863,1,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,8,6.781484,14.97578,-1.962943,9.257747,-5.282486,1,0,6.652863,1,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,8,6.853463,14.99513,-1.950192,9.310274,-5.300235,1,0,6.652863,1,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,8,6.896633,15.01369,-1.944065,9.339208,-5.367893,1,1,6.652863,1,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,8,6.83278,15.04076,-1.933594,9.364547,-5.623421,1,1,6.652863,1,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,8,6.865487,15.05758,-1.940165,9.357984,-5.657004,1,1,6.652863,1,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,9,3.437619,12.18137,-0.7617334,7.188588,-1.627088,0,0,6.836259,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,9,3.518393,12.20291,-0.7505795,6.547208,-1.575851,0,0,6.836259,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,9,3.568182,12.25367,-0.7608886,7.031411,-1.556246,0,0,6.836259,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,9,3.619763,12.29039,-0.7595556,6.924559,-1.543776,0,0,6.836259,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,9,3.786621,12.36157,-0.7651522,7.134945,-1.530652,0,0,6.836259,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,9,3.904526,12.4044,-0.7713827,7.307542,-1.514957,0,0,6.836259,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,9,3.923398,12.44138,-0.7638324,6.978115,-1.485495,0,0,6.836259,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,9,3.947638,12.48512,-0.7697386,7.18341,-1.45805,0,0,6.836259,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,9,3.952564,12.54052,-0.7747892,7.34517,-1.416486,0,0,6.836259,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,9,4.067974,12.6023,-0.7752032,7.327938,-1.363539,0,0,6.836259,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,9,4.051052,12.70128,-0.7888206,7.145529,-1.306367,0,0,6.836259,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,9,4.193407,12.74537,-0.7861513,6.949248,-1.198989,0,0,6.836259,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,9,4.299585,12.78804,-0.7782134,6.260757,-1.0026,0,0,6.836259,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,9,4.554873,12.83421,-0.7775431,6.136359,-0.6663089,0,0,6.836259,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,9,4.578372,12.87325,-0.7776896,5.882343,-0.4365121,0,0,6.836259,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,9,4.464715,12.87142,-0.7784865,5.380716,-0.2162594,0,0,6.836259,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,9,4.623928,12.92779,-0.773199,5.087633,-0.2418411,0,0,6.836259,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,9,4.719297,12.99408,-0.7823244,6.014164,-0.0182532,0,0,6.836259,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,9,4.854218,13.00792,-0.7903519,1.53443,0.3124255,0,0,6.836259,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,9,4.886782,13.0409,-0.7811268,6.71391,0.5761917,0,0,6.836259,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,9,4.811817,13.05675,-0.7779855,7.121757,0.7454761,0,0,6.836259,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,9,4.551369,13.0531,-0.7768105,7.267251,0.4143982,0,0,6.836259,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,9,4.558202,13.05243,-0.7683398,7.684626,0.331582,0,0,6.836259,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,9,4.572314,13.07331,-0.7654845,7.86698,0.2473751,0,0,6.836259,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
